group_391.aln,0.015106150392464312
assT.aln,0.01073413711488062
gatY.aln,0.1877882532263104
yiaH~~~wecH.aln,0.11135640546775119
aggC.aln,0.013517591192873159
group_381.aln,0.01127738936242341
slrP.aln,0.13376196228762052
hybA.aln,0.00928833928075285
hycA.aln,0.008991076417424592
group_1090.aln,0.020658959472878265
yhhM.aln,0.02368449496271619
lpoB.aln,0.012883712072406461
group_2282.aln,0.01681588270206532
scsB.aln,0.10696117324315053
trmN.aln,0.012619931764987153
mdtB.aln,0.014968722317290843
group_3798.aln,0.019203945396777836
group_816.aln,0.01508960169298798
ygeA.aln,0.01560618785619267
dmsA.aln,0.0144415976259589
group_3854.aln,0.11032176569258642
group_806.aln,0.030905677897886237
group_1029.aln,0.010036488603370242
group_4777.aln,0.042990022178317835
group_1039.aln,0.009172456935701146
group_773.aln,0.01237049161238404
rihC.aln,0.05951926127829587
group_3721.aln,0.01352408263177831
yoaI.aln,0.06711074178074433
group_3164.aln,0.00415276304575038
group_1704.aln,0.014690866183457168
group_68.aln,0.015986669675605854
group_3995.aln,0.10614155892273001
arnE.aln,0.017117448319724376
ftsH.aln,0.021066058706087777
group_1714.aln,0.016848622976766793
group_126.aln,0.015387443022393307
group_328.aln,0.014124976409990738
yafS.aln,0.011494409136071727
ttrR.aln,0.010898757764845763
group_2708.aln,0.0009155698053622886
group_338.aln,0.010602603255185208
eutL.aln,0.022460006859943198
group_240.aln,0.027304741248246566
group_4254.aln,0.03323334466332572
group_405.aln,0.007652066933562157
yjbJ.aln,0.003275418740310159
tisB.aln,0.0
hpaA.aln,0.007581042145642097
group_4401.aln,0.024792745759102997
group_1227.aln,0.011681219608981535
ybjI.aln,0.020922617669981915
group_467.aln,0.019871104215478098
group_4473.aln,0.03427385048357709
group_1255.aln,0.021283600892623107
hisH.aln,0.012925530129150386
group_1245.aln,0.016455822657422414
group_3425.aln,0.012091347840882859
yjeH.aln,0.01150650237383858
group_1578.aln,0.010304740629769299
group_232.aln,0.02663518302623237
group_4226.aln,0.027232571037414114
yhhX.aln,0.043129508775627184
group_1568.aln,0.015420705558310455
group_2602.aln,0.022317227086519866
rlmB.aln,0.016079106971432368
group_4038.aln,0.014735762613715639
exbB.aln,0.0116470692058767
group_2574.aln,0.017544247979646408
group_1766.aln,0.006275452501730253
uhpA.aln,0.016784098354020817
group_4140.aln,0.10528603498553979
group_3106.aln,0.0064923515510352785
group_154.aln,0.011204487620110448
group_2564.aln,0.013812500497708869
cspD.aln,0.0031426314940813686
group_4028.aln,0.016509612331383497
ccmF.aln,0.013486176741643886
group_1776.aln,0.014635251583594262
group_4150.aln,0.12249418971377946
cutA.aln,0.0035269264101830985
ydcR.aln,0.01396127022573086
group_2321.aln,0.022732129031089607
mzrA.aln,0.006358918413805269
group_1133.aln,0.008532984029456556
group_701.aln,0.016619147960598525
group_2331.aln,0.010725909442530343
group_669.aln,0.009442472951157884
yeeZ.aln,0.012206962851071314
group_711.aln,0.016381117184511892
group_4705.aln,0.049405579462905386
group_3826.aln,0.039153363772918656
yfeK.aln,0.04195805577556545
group_3836.aln,0.016754035127321407
group_864.aln,0.012974859367270976
yiiG.aln,0.013673908968970461
dsbE.aln,0.02478161055982938
csgC.aln,0.005333824095459203
yihG.aln,0.014394634995584176
greA.aln,0.00995942700195221
group_1394.aln,0.009917538103448637
ycfH.aln,0.007994373521701677
group_2186.aln,0.005710775883534445
group_2196.aln,0.008816172221348749
yddE.aln,0.011892113222826189
ydeE.aln,0.102918837932751
sifA.aln,0.029411593827613706
fhuE.aln,0.10716876901400404
group_4303.aln,0.028657622481253798
group_317.aln,0.011132606968732132
siiE.aln,0.11528064663148731
group_3355.aln,0.01079418646957266
group_307.aln,0.004403088104592544
caiE.aln,0.014422796121655632
group_4313.aln,0.0569263423494556
group_1535.aln,0.007712609826160788
group_1370.aln,0.014431464156756967
group_542.aln,0.015102540410884066
rluA.aln,0.015858808938373898
group_1208.aln,0.011892402719315995
ldcC.aln,0.018507265277879645
group_552.aln,0.01674642528463877
pdeK.aln,0.014322713055548306
ygaY.aln,0.010669194698689594
sgcA.aln,0.017142007168844994
group_1360.aln,0.014067313858213026
group_2172.aln,0.0062230752640260985
group_1218.aln,0.0175608753768573
group_1016.aln,0.012959667110026517
group_4630.aln,0.03518963682856993
prpR.aln,0.10800446139529697
invA.aln,0.009291741566285226
group_1006.aln,0.014931323911233115
yahB.aln,0.05986656436507639
group_634.aln,0.007599306635878768
group_4758.aln,0.09745288659048075
group_1643.aln,0.013989314266523195
mreC.aln,0.009624034065548487
group_4065.aln,0.1267441297013425
group_2451.aln,0.004530286959000414
fimY.aln,0.028055202519844256
group_109.aln,0.014549843437714175
group_890.aln,0.019765707893882423
group_57.aln,0.019880258345321686
group_1653.aln,0.019502504344197424
group_4075.aln,0.007684979250337483
mscK.aln,0.013622482375042527
group_47.aln,0.015127240153315478
group_119.aln,0.013588215414067042
zntR.aln,0.01530146921319558
fluC.aln,0.013943799512933133
group_1936.aln,0.007385550732626892
golB.aln,0.012274824400493258
sinR.aln,0.009679409271829462
group_1926.aln,0.009792475273533665
group_4699.aln,0.022546138629056363
tmcA.aln,0.11866015425950441
bioD.aln,0.011924935618234364
group_3903.aln,0.037842017888645295
yggN.aln,0.014851869372760144
group_2590.aln,0.004187096290160433
ybhS.aln,0.012671971667969989
fliM.aln,0.009474860017362948
ybiS.aln,0.01218332101188652
group_2580.aln,0.009882541304517996
group_3913.aln,0.029684160040571315
yohO.aln,0.0032299268133614066
xapR.aln,0.013689833914561569
group_839.aln,0.007267365185895237
group_1792.aln,0.012085241097519005
rcsD.aln,0.009657129327788876
nadR.aln,0.01563197352368907
ymiA.aln,0.008112374321930975
ssaQ.aln,0.02605926714791982
group_3294.aln,0.020281093047040833
